id,type,category,category_ja,level,term_en,meaning_ja,example_en,tags
vocab_0335,vocabulary,phishing_email,フィッシング・メール,lower_intermediate,block the domain,ドメインをブロックする,We need to block the domain today.,"[""phishing_email"", ""action_phrase"", ""lower_intermediate""]"
vocab_0336,vocabulary,network_endpoint,ネットワーク・エンドポイント,intermediate,block the IP address,IPアドレスをブロックする,We need to block the IP address today.,"[""network_endpoint"", ""action_phrase"", ""intermediate""]"
vocab_0337,vocabulary,soc_logging,SOC・ログ・監視,beginner,preserve the logs,ログを保全する,We need to preserve the logs today.,"[""soc_logging"", ""action_phrase"", ""beginner""]"
vocab_0338,vocabulary,incident_response,インシデント対応,lower_intermediate,collect evidence,証拠を収集する,We need to collect evidence today.,"[""incident_response"", ""action_phrase"", ""lower_intermediate""]"
vocab_0339,vocabulary,incident_response,インシデント対応,intermediate,review the timeline,時系列を確認する,We need to review the timeline today.,"[""incident_response"", ""action_phrase"", ""intermediate""]"
vocab_0340,vocabulary,incident_response,インシデント対応,beginner,raise the severity,重大度を上げる,We need to raise the severity today.,"[""incident_response"", ""action_phrase"", ""beginner""]"
vocab_0341,vocabulary,vulnerability_patch,脆弱性・パッチ,lower_intermediate,apply the patch,パッチを適用する,We need to apply the patch today.,"[""vulnerability_patch"", ""action_phrase"", ""lower_intermediate""]"
vocab_0342,vocabulary,vulnerability_patch,脆弱性・パッチ,intermediate,prepare a rollback plan,切り戻し計画を準備する,We need to prepare a rollback plan today.,"[""vulnerability_patch"", ""action_phrase"", ""intermediate""]"
vocab_0343,vocabulary,cloud_data,クラウド・データ保護,beginner,verify the backup,バックアップを確認する,We need to verify the backup today.,"[""cloud_data"", ""action_phrase"", ""beginner""]"
vocab_0344,vocabulary,incident_response,インシデント対応,lower_intermediate,restore the service,サービスを復旧する,We need to restore the service today.,"[""incident_response"", ""action_phrase"", ""lower_intermediate""]"
vocab_0345,vocabulary,meeting_business,会議・ビジネス表現,intermediate,notify stakeholders,関係者に通知する,We need to notify stakeholders today.,"[""meeting_business"", ""action_phrase"", ""intermediate""]"
vocab_0346,vocabulary,incident_response,インシデント対応,beginner,escalate to management,経営層へエスカレーションする,We need to escalate to management today.,"[""incident_response"", ""action_phrase"", ""beginner""]"
vocab_0347,vocabulary,compliance_audit,監査・コンプライアンス,lower_intermediate,request vendor support,ベンダー支援を依頼する,We need to request vendor support today.,"[""compliance_audit"", ""action_phrase"", ""lower_intermediate""]"
vocab_0348,vocabulary,compliance_audit,監査・コンプライアンス,intermediate,document the exception,例外を文書化する,We need to document the exception today.,"[""compliance_audit"", ""action_phrase"", ""intermediate""]"
vocab_0349,vocabulary,risk_governance,リスク・ガバナンス,beginner,accept the residual risk,残留リスクを受容する,We need to accept the residual risk today.,"[""risk_governance"", ""action_phrase"", ""beginner""]"
vocab_0350,vocabulary,soc_logging,SOC・ログ・監視,lower_intermediate,tune the detection rule,検知ルールを調整する,We need to tune the detection rule today.,"[""soc_logging"", ""action_phrase"", ""lower_intermediate""]"
vocab_0351,vocabulary,soc_logging,SOC・ログ・監視,intermediate,increase monitoring,監視を強化する,We need to increase monitoring today.,"[""soc_logging"", ""action_phrase"", ""intermediate""]"
vocab_0352,vocabulary,cloud_data,クラウド・データ保護,beginner,revoke the API key,APIキーを失効する,We need to revoke the API key today.,"[""cloud_data"", ""action_phrase"", ""beginner""]"
vocab_0353,vocabulary,cloud_data,クラウド・データ保護,lower_intermediate,rotate the secret,シークレットをローテーションする,We need to rotate the secret today.,"[""cloud_data"", ""action_phrase"", ""lower_intermediate""]"
vocab_0354,vocabulary,iam_access,認証・アクセス管理,intermediate,review access rights,アクセス権を確認する,We need to review access rights today.,"[""iam_access"", ""action_phrase"", ""intermediate""]"
vocab_0355,vocabulary,iam_access,認証・アクセス管理,beginner,remove excessive permissions,過剰権限を削除する,We need to remove excessive permissions today.,"[""iam_access"", ""action_phrase"", ""beginner""]"
vocab_0356,vocabulary,vulnerability_patch,脆弱性・パッチ,lower_intermediate,run a vulnerability scan,脆弱性スキャンを実行する,We need to run a vulnerability scan today.,"[""vulnerability_patch"", ""action_phrase"", ""lower_intermediate""]"
vocab_0357,vocabulary,malware_ransomware,マルウェア・ランサムウェア,intermediate,check lateral movement,横展開を確認する,We need to check lateral movement today.,"[""malware_ransomware"", ""action_phrase"", ""intermediate""]"
vocab_0358,vocabulary,malware_ransomware,マルウェア・ランサムウェア,beginner,check data exfiltration,データ持ち出しを確認する,We need to check data exfiltration today.,"[""malware_ransomware"", ""action_phrase"", ""beginner""]"
vocab_0359,vocabulary,phishing_email,フィッシング・メール,lower_intermediate,send a takedown request,削除依頼を送る,We need to send a takedown request today.,"[""phishing_email"", ""action_phrase"", ""lower_intermediate""]"
vocab_0360,vocabulary,phishing_email,フィッシング・メール,intermediate,analyze the mail header,メールヘッダーを分析する,We need to analyze the mail header today.,"[""phishing_email"", ""action_phrase"", ""intermediate""]"
vocab_0361,vocabulary,risk_governance,リスク・ガバナンス,beginner,confirm business impact,事業影響を確認する,We need to confirm business impact today.,"[""risk_governance"", ""action_phrase"", ""beginner""]"
vocab_0362,vocabulary,incident_response,インシデント対応,lower_intermediate,prepare the incident report,インシデント報告書を準備する,We need to prepare the incident report today.,"[""incident_response"", ""action_phrase"", ""lower_intermediate""]"
vocab_0363,vocabulary,meeting_business,会議・ビジネス表現,intermediate,summarize the action items,対応事項をまとめる,We need to summarize the action items today.,"[""meeting_business"", ""action_phrase"", ""intermediate""]"
vocab_0364,vocabulary,meeting_business,会議・ビジネス表現,beginner,assign an owner,担当者を割り当てる,We need to assign an owner today.,"[""meeting_business"", ""action_phrase"", ""beginner""]"
vocab_0365,vocabulary,meeting_business,会議・ビジネス表現,lower_intermediate,agree on a deadline,期限を合意する,We need to agree on a deadline today.,"[""meeting_business"", ""action_phrase"", ""lower_intermediate""]"
