id,type,category,level,sentence_en,correct_ja,choices_ja,chatgpt_prompt
listening_0162,listening,security_meeting,intermediate,The main concern is the impact on the patch schedule.,主な懸念は パッチ適用スケジュール への影響です。,"[""主な懸念は パッチ適用スケジュール への影響です。"", ""監査証跡 に関する決定を文書化しましょう。"", ""DDoS対策状況 の現在状況を説明していただけますか。""]","Read this sentence slowly first, then at normal meeting speed: The main concern is the impact on the patch schedule."
listening_0163,listening,security_meeting,beginner,The main concern is the impact on the privileged account.,主な懸念は 特権アカウント への影響です。,"[""主な懸念は 特権アカウント への影響です。"", ""監視ルール に関する決定を文書化しましょう。"", ""サービス影響 の現在状況を説明していただけますか。""]","Read this sentence slowly first, then at normal meeting speed: The main concern is the impact on the privileged account."
listening_0164,listening,security_meeting,lower_intermediate,The main concern is the impact on the suspicious domain.,主な懸念は 不審なドメイン への影響です。,"[""主な懸念は 不審なドメイン への影響です。"", ""影響を受けた端末 に関する決定を文書化しましょう。"", ""利用者アカウント の担当者を割り当てるべきです。""]","Read this sentence slowly first, then at normal meeting speed: The main concern is the impact on the suspicious domain."
listening_0165,listening,security_meeting,intermediate,The main concern is the impact on the DDoS mitigation status.,主な懸念は DDoS対策状況 への影響です。,"[""主な懸念は DDoS対策状況 への影響です。"", ""パッチ適用スケジュール に関する決定を文書化しましょう。"", ""顧客データ の担当者を割り当てるべきです。""]","Read this sentence slowly first, then at normal meeting speed: The main concern is the impact on the DDoS mitigation status."
listening_0166,listening,security_meeting,beginner,The main concern is the impact on the service impact.,主な懸念は サービス影響 への影響です。,"[""主な懸念は サービス影響 への影響です。"", ""特権アカウント に関する決定を文書化しましょう。"", ""本番サーバー の担当者を割り当てるべきです。""]","Read this sentence slowly first, then at normal meeting speed: The main concern is the impact on the service impact."
listening_0167,listening,security_meeting,lower_intermediate,Let's document the decision about user accounts.,利用者アカウント に関する決定を文書化しましょう。,"[""利用者アカウント に関する決定を文書化しましょう。"", ""不審なドメイン に関する決定を文書化しましょう。"", ""VPNサービス の担当者を割り当てるべきです。""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about user accounts."
listening_0168,listening,security_meeting,intermediate,Let's document the decision about customer data.,顧客データ に関する決定を文書化しましょう。,"[""顧客データ に関する決定を文書化しましょう。"", ""DDoS対策状況 に関する決定を文書化しましょう。"", ""メールゲートウェイ の担当者を割り当てるべきです。""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about customer data."
listening_0169,listening,security_meeting,beginner,Let's document the decision about the production server.,本番サーバー に関する決定を文書化しましょう。,"[""本番サーバー に関する決定を文書化しましょう。"", ""サービス影響 に関する決定を文書化しましょう。"", ""クラウドストレージバケット の担当者を割り当てるべきです。""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about the production server."
listening_0170,listening,security_meeting,lower_intermediate,Let's document the decision about the VPN service.,VPNサービス に関する決定を文書化しましょう。,"[""VPNサービス に関する決定を文書化しましょう。"", ""利用者アカウント の現在状況を説明していただけますか。"", ""ファイアウォールルール の担当者を割り当てるべきです。""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about the VPN service."
listening_0171,listening,security_meeting,intermediate,Let's document the decision about the email gateway.,メールゲートウェイ に関する決定を文書化しましょう。,"[""メールゲートウェイ に関する決定を文書化しましょう。"", ""顧客データ の現在状況を説明していただけますか。"", ""脆弱性スキャン結果 の担当者を割り当てるべきです。""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about the email gateway."
listening_0172,listening,security_meeting,beginner,Let's document the decision about the cloud storage bucket.,クラウドストレージバケット に関する決定を文書化しましょう。,"[""クラウドストレージバケット に関する決定を文書化しましょう。"", ""本番サーバー の現在状況を説明していただけますか。"", ""インシデントの時系列 の担当者を割り当てるべきです。""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about the cloud storage bucket."
listening_0173,listening,security_meeting,lower_intermediate,Let's document the decision about the firewall rule.,ファイアウォールルール に関する決定を文書化しましょう。,"[""ファイアウォールルール に関する決定を文書化しましょう。"", ""VPNサービス の現在状況を説明していただけますか。"", ""ベンダー回答 の担当者を割り当てるべきです。""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about the firewall rule."
listening_0174,listening,security_meeting,intermediate,Let's document the decision about the vulnerability scan result.,脆弱性スキャン結果 に関する決定を文書化しましょう。,"[""脆弱性スキャン結果 に関する決定を文書化しましょう。"", ""メールゲートウェイ の現在状況を説明していただけますか。"", ""asset（資産）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about the vulnerability scan result."
listening_0175,listening,security_meeting,beginner,Let's document the decision about the incident timeline.,インシデントの時系列 に関する決定を文書化しましょう。,"[""インシデントの時系列 に関する決定を文書化しましょう。"", ""クラウドストレージバケット の現在状況を説明していただけますか。"", ""critical asset（重要資産）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about the incident timeline."
listening_0176,listening,security_meeting,lower_intermediate,Let's document the decision about the vendor response.,ベンダー回答 に関する決定を文書化しましょう。,"[""ベンダー回答 に関する決定を文書化しましょう。"", ""ファイアウォールルール の現在状況を説明していただけますか。"", ""threat（脅威）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about the vendor response."
listening_0177,listening,security_meeting,intermediate,Let's document the decision about the access review.,アクセス権レビュー に関する決定を文書化しましょう。,"[""アクセス権レビュー に関する決定を文書化しましょう。"", ""脆弱性スキャン結果 の現在状況を説明していただけますか。"", ""threat actor（脅威アクター）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about the access review."
listening_0178,listening,security_meeting,beginner,Let's document the decision about the backup status.,バックアップ状態 に関する決定を文書化しましょう。,"[""バックアップ状態 に関する決定を文書化しましょう。"", ""インシデントの時系列 の現在状況を説明していただけますか。"", ""attack vector（攻撃経路）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about the backup status."
listening_0179,listening,security_meeting,lower_intermediate,Let's document the decision about the recovery plan.,復旧計画 に関する決定を文書化しましょう。,"[""復旧計画 に関する決定を文書化しましょう。"", ""ベンダー回答 の現在状況を説明していただけますか。"", ""attack surface（攻撃対象領域）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about the recovery plan."
listening_0180,listening,security_meeting,intermediate,Let's document the decision about the legal requirement.,法的要件 に関する決定を文書化しましょう。,"[""法的要件 に関する決定を文書化しましょう。"", ""アクセス権レビュー の現在状況を説明していただけますか。"", ""exposure（露出）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about the legal requirement."
listening_0181,listening,security_meeting,beginner,Let's document the decision about the audit evidence.,監査証跡 に関する決定を文書化しましょう。,"[""監査証跡 に関する決定を文書化しましょう。"", ""バックアップ状態 の現在状況を説明していただけますか。"", ""vulnerability（脆弱性）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about the audit evidence."
listening_0182,listening,security_meeting,lower_intermediate,Let's document the decision about the monitoring rule.,監視ルール に関する決定を文書化しましょう。,"[""監視ルール に関する決定を文書化しましょう。"", ""復旧計画 の現在状況を説明していただけますか。"", ""exploit（攻撃コード／悪用）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about the monitoring rule."
listening_0183,listening,security_meeting,intermediate,Let's document the decision about the affected endpoint.,影響を受けた端末 に関する決定を文書化しましょう。,"[""影響を受けた端末 に関する決定を文書化しましょう。"", ""法的要件 の現在状況を説明していただけますか。"", ""risk（リスク）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about the affected endpoint."
listening_0184,listening,security_meeting,beginner,Let's document the decision about the patch schedule.,パッチ適用スケジュール に関する決定を文書化しましょう。,"[""パッチ適用スケジュール に関する決定を文書化しましょう。"", ""監査証跡 の現在状況を説明していただけますか。"", ""inherent risk（固有リスク）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about the patch schedule."
listening_0185,listening,security_meeting,lower_intermediate,Let's document the decision about the privileged account.,特権アカウント に関する決定を文書化しましょう。,"[""特権アカウント に関する決定を文書化しましょう。"", ""監視ルール の現在状況を説明していただけますか。"", ""residual risk（残留リスク）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about the privileged account."
listening_0186,listening,security_meeting,intermediate,Let's document the decision about the suspicious domain.,不審なドメイン に関する決定を文書化しましょう。,"[""不審なドメイン に関する決定を文書化しましょう。"", ""影響を受けた端末 の現在状況を説明していただけますか。"", ""likelihood（発生可能性）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about the suspicious domain."
listening_0187,listening,security_meeting,beginner,Let's document the decision about the DDoS mitigation status.,DDoS対策状況 に関する決定を文書化しましょう。,"[""DDoS対策状況 に関する決定を文書化しましょう。"", ""パッチ適用スケジュール の現在状況を説明していただけますか。"", ""impact（影響）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about the DDoS mitigation status."
listening_0188,listening,security_meeting,lower_intermediate,Let's document the decision about the service impact.,サービス影響 に関する決定を文書化しましょう。,"[""サービス影響 に関する決定を文書化しましょう。"", ""特権アカウント の現在状況を説明していただけますか。"", ""risk rating（リスク評価レベル）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Let's document the decision about the service impact."
listening_0189,listening,security_meeting,intermediate,Could you explain the current status of user accounts?,利用者アカウント の現在状況を説明していただけますか。,"[""利用者アカウント の現在状況を説明していただけますか。"", ""不審なドメイン の現在状況を説明していただけますか。"", ""risk assessment（リスク評価）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of user accounts?"
listening_0190,listening,security_meeting,beginner,Could you explain the current status of customer data?,顧客データ の現在状況を説明していただけますか。,"[""顧客データ の現在状況を説明していただけますか。"", ""DDoS対策状況 の現在状況を説明していただけますか。"", ""risk treatment（リスク対応）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of customer data?"
listening_0191,listening,security_meeting,lower_intermediate,Could you explain the current status of the production server?,本番サーバー の現在状況を説明していただけますか。,"[""本番サーバー の現在状況を説明していただけますか。"", ""サービス影響 の現在状況を説明していただけますか。"", ""risk acceptance（リスク受容）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of the production server?"
listening_0192,listening,security_meeting,intermediate,Could you explain the current status of the VPN service?,VPNサービス の現在状況を説明していただけますか。,"[""VPNサービス の現在状況を説明していただけますか。"", ""利用者アカウント の担当者を割り当てるべきです。"", ""risk mitigation（リスク軽減）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of the VPN service?"
listening_0193,listening,security_meeting,beginner,Could you explain the current status of the email gateway?,メールゲートウェイ の現在状況を説明していただけますか。,"[""メールゲートウェイ の現在状況を説明していただけますか。"", ""顧客データ の担当者を割り当てるべきです。"", ""risk appetite（リスク許容度）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of the email gateway?"
listening_0194,listening,security_meeting,lower_intermediate,Could you explain the current status of the cloud storage bucket?,クラウドストレージバケット の現在状況を説明していただけますか。,"[""クラウドストレージバケット の現在状況を説明していただけますか。"", ""本番サーバー の担当者を割り当てるべきです。"", ""control（管理策）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of the cloud storage bucket?"
listening_0195,listening,security_meeting,intermediate,Could you explain the current status of the firewall rule?,ファイアウォールルール の現在状況を説明していただけますか。,"[""ファイアウォールルール の現在状況を説明していただけますか。"", ""VPNサービス の担当者を割り当てるべきです。"", ""compensating control（代替管理策）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of the firewall rule?"
listening_0196,listening,security_meeting,beginner,Could you explain the current status of the vulnerability scan result?,脆弱性スキャン結果 の現在状況を説明していただけますか。,"[""脆弱性スキャン結果 の現在状況を説明していただけますか。"", ""メールゲートウェイ の担当者を割り当てるべきです。"", ""control effectiveness（管理策の有効性）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of the vulnerability scan result?"
listening_0197,listening,security_meeting,lower_intermediate,Could you explain the current status of the incident timeline?,インシデントの時系列 の現在状況を説明していただけますか。,"[""インシデントの時系列 の現在状況を説明していただけますか。"", ""クラウドストレージバケット の担当者を割り当てるべきです。"", ""security posture（セキュリティ態勢）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of the incident timeline?"
listening_0198,listening,security_meeting,intermediate,Could you explain the current status of the vendor response?,ベンダー回答 の現在状況を説明していただけますか。,"[""ベンダー回答 の現在状況を説明していただけますか。"", ""ファイアウォールルール の担当者を割り当てるべきです。"", ""security baseline（セキュリティ基準）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of the vendor response?"
listening_0199,listening,security_meeting,beginner,Could you explain the current status of the access review?,アクセス権レビュー の現在状況を説明していただけますか。,"[""アクセス権レビュー の現在状況を説明していただけますか。"", ""脆弱性スキャン結果 の担当者を割り当てるべきです。"", ""defense in depth（多層防御）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of the access review?"
listening_0200,listening,security_meeting,lower_intermediate,Could you explain the current status of the backup status?,バックアップ状態 の現在状況を説明していただけますか。,"[""バックアップ状態 の現在状況を説明していただけますか。"", ""インシデントの時系列 の担当者を割り当てるべきです。"", ""acceptable risk（許容可能なリスク）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of the backup status?"
listening_0201,listening,security_meeting,intermediate,Could you explain the current status of the recovery plan?,復旧計画 の現在状況を説明していただけますか。,"[""復旧計画 の現在状況を説明していただけますか。"", ""ベンダー回答 の担当者を割り当てるべきです。"", ""risk register（リスク登録簿）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of the recovery plan?"
listening_0202,listening,security_meeting,beginner,Could you explain the current status of the legal requirement?,法的要件 の現在状況を説明していただけますか。,"[""法的要件 の現在状況を説明していただけますか。"", ""asset（資産）に関する例文"", ""policy exception（ポリシー例外）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of the legal requirement?"
listening_0203,listening,security_meeting,lower_intermediate,Could you explain the current status of the audit evidence?,監査証跡 の現在状況を説明していただけますか。,"[""監査証跡 の現在状況を説明していただけますか。"", ""critical asset（重要資産）に関する例文"", ""governance（ガバナンス）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of the audit evidence?"
listening_0204,listening,security_meeting,intermediate,Could you explain the current status of the monitoring rule?,監視ルール の現在状況を説明していただけますか。,"[""監視ルール の現在状況を説明していただけますか。"", ""threat（脅威）に関する例文"", ""incident（インシデント）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of the monitoring rule?"
listening_0205,listening,security_meeting,beginner,Could you explain the current status of the affected endpoint?,影響を受けた端末 の現在状況を説明していただけますか。,"[""影響を受けた端末 の現在状況を説明していただけますか。"", ""threat actor（脅威アクター）に関する例文"", ""security event（セキュリティイベント）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of the affected endpoint?"
listening_0206,listening,security_meeting,lower_intermediate,Could you explain the current status of the patch schedule?,パッチ適用スケジュール の現在状況を説明していただけますか。,"[""パッチ適用スケジュール の現在状況を説明していただけますか。"", ""attack vector（攻撃経路）に関する例文"", ""alert（アラート）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of the patch schedule?"
listening_0207,listening,security_meeting,intermediate,Could you explain the current status of the privileged account?,特権アカウント の現在状況を説明していただけますか。,"[""特権アカウント の現在状況を説明していただけますか。"", ""attack surface（攻撃対象領域）に関する例文"", ""triage（トリアージ）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of the privileged account?"
listening_0208,listening,security_meeting,beginner,Could you explain the current status of the suspicious domain?,不審なドメイン の現在状況を説明していただけますか。,"[""不審なドメイン の現在状況を説明していただけますか。"", ""exposure（露出）に関する例文"", ""investigation（調査）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of the suspicious domain?"
listening_0209,listening,security_meeting,lower_intermediate,Could you explain the current status of the DDoS mitigation status?,DDoS対策状況 の現在状況を説明していただけますか。,"[""DDoS対策状況 の現在状況を説明していただけますか。"", ""vulnerability（脆弱性）に関する例文"", ""containment（封じ込め）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of the DDoS mitigation status?"
listening_0210,listening,security_meeting,intermediate,Could you explain the current status of the service impact?,サービス影響 の現在状況を説明していただけますか。,"[""サービス影響 の現在状況を説明していただけますか。"", ""exploit（攻撃コード／悪用）に関する例文"", ""eradication（根絶）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: Could you explain the current status of the service impact?"
listening_0211,listening,security_meeting,beginner,We should assign an owner for user accounts.,利用者アカウント の担当者を割り当てるべきです。,"[""利用者アカウント の担当者を割り当てるべきです。"", ""risk（リスク）に関する例文"", ""recovery（復旧）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: We should assign an owner for user accounts."
listening_0212,listening,security_meeting,lower_intermediate,We should assign an owner for customer data.,顧客データ の担当者を割り当てるべきです。,"[""顧客データ の担当者を割り当てるべきです。"", ""inherent risk（固有リスク）に関する例文"", ""lessons learned（教訓）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: We should assign an owner for customer data."
listening_0213,listening,security_meeting,intermediate,We should assign an owner for the production server.,本番サーバー の担当者を割り当てるべきです。,"[""本番サーバー の担当者を割り当てるべきです。"", ""residual risk（残留リスク）に関する例文"", ""root cause（根本原因）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: We should assign an owner for the production server."
listening_0214,listening,security_meeting,beginner,We should assign an owner for the VPN service.,VPNサービス の担当者を割り当てるべきです。,"[""VPNサービス の担当者を割り当てるべきです。"", ""likelihood（発生可能性）に関する例文"", ""timeline（時系列）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: We should assign an owner for the VPN service."
listening_0215,listening,security_meeting,lower_intermediate,We should assign an owner for the email gateway.,メールゲートウェイ の担当者を割り当てるべきです。,"[""メールゲートウェイ の担当者を割り当てるべきです。"", ""impact（影響）に関する例文"", ""scope（範囲）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: We should assign an owner for the email gateway."
listening_0216,listening,security_meeting,intermediate,We should assign an owner for the cloud storage bucket.,クラウドストレージバケット の担当者を割り当てるべきです。,"[""クラウドストレージバケット の担当者を割り当てるべきです。"", ""risk rating（リスク評価レベル）に関する例文"", ""severity（重大度）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: We should assign an owner for the cloud storage bucket."
listening_0217,listening,security_meeting,beginner,We should assign an owner for the firewall rule.,ファイアウォールルール の担当者を割り当てるべきです。,"[""ファイアウォールルール の担当者を割り当てるべきです。"", ""risk assessment（リスク評価）に関する例文"", ""priority（優先度）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: We should assign an owner for the firewall rule."
listening_0218,listening,security_meeting,lower_intermediate,We should assign an owner for the vulnerability scan result.,脆弱性スキャン結果 の担当者を割り当てるべきです。,"[""脆弱性スキャン結果 の担当者を割り当てるべきです。"", ""risk treatment（リスク対応）に関する例文"", ""escalation（エスカレーション）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: We should assign an owner for the vulnerability scan result."
listening_0219,listening,security_meeting,intermediate,We should assign an owner for the incident timeline.,インシデントの時系列 の担当者を割り当てるべきです。,"[""インシデントの時系列 の担当者を割り当てるべきです。"", ""risk acceptance（リスク受容）に関する例文"", ""incident commander（インシデント指揮官）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: We should assign an owner for the incident timeline."
listening_0220,listening,security_meeting,beginner,We should assign an owner for the vendor response.,ベンダー回答 の担当者を割り当てるべきです。,"[""ベンダー回答 の担当者を割り当てるべきです。"", ""risk mitigation（リスク軽減）に関する例文"", ""war room（緊急対応会議室）に関する例文""]","Read this sentence slowly first, then at normal meeting speed: We should assign an owner for the vendor response."
